wavelength,left,right
1053.0, 0.00000762, 0.000004442
1054.0, 0.00000762, 0.000004385
1055.0, 0.00000762, 0.000004379
1056.0, 0.00000762, 0.000004424
1057.0, 0.00000762, 0.000004518
1058.0, 0.00000762, 0.000004661
1059.0, 0.00000762, 0.000004854
1060.0, 0.00000762, 0.000005094
1061.0, 0.00000762, 0.000005381
1062.0, 0.00000762, 0.000005713
1063.0, 0.00000762, 0.000006072
1064.0, 0.00000762, 0.000006454
1065.0, 0.00000762, 0.000006842
1066.0, 0.00000762, 0.000007213
1067.0, 0.00000762, 0.000007541
1068.0, 0.00000762, 0.000007817
1069.0, 0.00000762, 0.000008019
1070.0, 0.00000762, 0.000008135
1071.0, 0.00000762, 0.000008163
1072.0, 0.00000762, 0.000008113
1073.0, 0.00000762, 0.000007993
1074.0, 0.00000762, 0.000007824
1075.0, 0.00000762, 0.000007622
1076.0, 0.00000762, 0.000007407
1077.0, 0.00000762, 0.000007202
1078.0, 0.00000762, 0.000007015
1079.0, 0.00000762, 0.000006857
1080.0, 0.00000762, 0.000006737
1081.0, 0.00000762, 0.000006659
1082.0, 0.00000762, 0.000006623
1083.0, 0.00000762, 0.000006630
1084.0, 0.00000762, 0.000006677
1085.0, 0.00000762, 0.000006763
1086.0, 0.00000762, 0.000006884
1087.0, 0.00000762, 0.000007034
1088.0, 0.00000762, 0.000007208
1089.0, 0.00000762, 0.000007397
1090.0, 0.00000762, 0.000007593
1091.0, 0.00000762, 0.000007793
1092.0, 0.00000762, 0.000007986
1093.0, 0.00000762, 0.000008162
1094.0, 0.00000773, 0.000008314
1095.0, 0.00000789, 0.000008437
1096.0, 0.00000804, 0.000008531
1097.0, 0.00000819, 0.000008594
1098.0, 0.00000832, 0.000008627
1099.0, 0.00000845, 0.000008634
1100.0, 0.00000204, 0.000002063
1101.0, 0.00000303, 0.000003022
1102.0, 0.00000316, 0.000003112
1103.0, 0.00000095, 0.000000936
1104.0, 0.00000891, 0.000008690
1105.0, 0.00001172, 0.000011433
1106.0, 0.00000302, 0.000002966
1107.0, 0.00000889, 0.000008796
1108.0, 0.00001580, 0.000015817
1109.0, 0.00001540, 0.000015656
1110.0, 0.00001518, 0.000015697
1111.0, 0.00002060, 0.000021679
1112.0, 0.00002219, 0.000023737
1113.0, 0.00002758, 0.000029932
1114.0, 0.00003188, 0.000034991
1115.0, 0.00003270, 0.000036156
1116.0, 0.00003065, 0.000033959
1117.0, 0.00004133, 0.000045621
1118.0, 0.00004364, 0.000047716
1119.0, 0.00004675, 0.000050319
1120.0, 0.00005285, 0.000055717
1121.0, 0.00005172, 0.000053161
1122.0, 0.00004863, 0.000048553
1123.0, 0.00006032, 0.000058355
1124.0, 0.00005971, 0.000055951
1125.0, 0.00006016, 0.000054627
1126.0, 0.00006505, 0.000057369
1127.0, 0.00006645, 0.000057128
1128.0, 0.00005922, 0.000049897
1129.0, 0.00006070, 0.000050418
1130.0, 0.00005895, 0.000048608
1131.0, 0.00005595, 0.000046150
1132.0, 0.00004844, 0.000040271
1133.0, 0.00004829, 0.000040783
1134.0, 0.00004107, 0.000035481
1135.0, 0.00003482, 0.000030975
1136.0, 0.00002891, 0.000026643
1137.0, 0.00002086, 0.000020021
1138.0, 0.00002315, 0.000023213
1139.0, 0.00002256, 0.000023701
1140.0, 0.00001793, 0.000019762
1141.0, 0.00000912, 0.000010539
1142.0, 0.00001081, 0.000013092
1143.0, 0.00000472, 0.000005979
1144.0, 0.00000417, 0.000005499
1145.0, 0.00000123, 0.000001693
1146.0, 0.00000147, 0.000002083
1147.0, 0.00000567, 0.000008224
1148.0, 0.00000087, 0.000001298
1149.0, 0.00000188, 0.000002833
1150.0, 0.00000107, 0.000001623
1151.0, 0.00000336, 0.000005109
1152.0, 0.00000120, 0.000001828
1153.0, 0.00000104, 0.000001574
1154.0, 0.00000057, 0.000000846
1155.0, 0.00000106, 0.000001545
1156.0, 0.00000692, 0.000009838
1157.0, 0.00000107, 0.000001483
1158.0, 0.00000509, 0.000006835
1159.0, 0.00000097, 0.000001260
1160.0, 0.00000304, 0.000003817
1161.0, 0.00000394, 0.000004777
1162.0, 0.00000347, 0.000004065
1163.0, 0.00000550, 0.000006201
1164.0, 0.00000242, 0.000002644
1165.0, 0.00000223, 0.000002347
1166.0, 0.00000086, 0.000000880
1167.0, 0.00000077, 0.000000764
1168.0, 0.00000665, 0.000006410
1169.0, 0.00000570, 0.000005367
1170.0, 0.00000114, 0.000001054
1171.0, 0.00000081, 0.000000736
1172.0, 0.00000158, 0.000001418
1173.0, 0.00000242, 0.000002138
1174.0, 0.00000479, 0.000004214
1175.0, 0.00000497, 0.000004367
1176.0, 0.00000189, 0.000001665
1177.0, 0.00000088, 0.000000782
1178.0, 0.00000081, 0.000000736
1179.0, 0.00000157, 0.000001443
1180.0, 0.00000161, 0.000001513
1181.0, 0.00000233, 0.000002245
1182.0, 0.00000598, 0.000005953
1183.0, 0.00000113, 0.000001175
1184.0, 0.00000283, 0.000003047
1185.0, 0.00000087, 0.000000984
1186.0, 0.00000135, 0.000001597
1187.0, 0.00000198, 0.000002446
1188.0, 0.00000196, 0.000002522
1189.0, 0.00000713, 0.000009603
1190.0, 0.00000218, 0.000003059
1191.0, 0.00000119, 0.000001736
1192.0, 0.00000315, 0.000004732
1193.0, 0.00000071, 0.000001095
1194.0, 0.00000238, 0.000003759
1195.0, 0.00000513, 0.000008201
1196.0, 0.00000166, 0.000002679
1197.0, 0.00000093, 0.000001509
1198.0, 0.00000290, 0.000004679
1199.0, 0.00000099, 0.000001594
1200.0, 0.00000083, 0.000001309
1201.0, 0.00000157, 0.000002431
1202.0, 0.00000160, 0.000002434
1203.0, 0.00000048, 0.000000711
1204.0, 0.00000410, 0.000005897
1205.0, 0.00000105, 0.000001467
1206.0, 0.00000080, 0.000001091
1207.0, 0.00000311, 0.000004056
1208.0, 0.00000062, 0.000000784
1209.0, 0.00000083, 0.000001010
1210.0, 0.00000337, 0.000003944
1211.0, 0.00000369, 0.000004164
1212.0, 0.00000071, 0.000000777
1213.0, 0.00000237, 0.000002490
1214.0, 0.00000263, 0.000002672
1215.0, 0.00000122, 0.000001203
1216.0, 0.00000170, 0.000001625
1217.0, 0.00000069, 0.000000645
1218.0, 0.00000244, 0.000002211
1219.0, 0.00000081, 0.000000723
1220.0, 0.00000201, 0.000001764
1221.0, 0.00000288, 0.000002505
1222.0, 0.00000162, 0.000001407
1223.0, 0.00000227, 0.000001984
1224.0, 0.00000459, 0.000004044
1225.0, 0.00000258, 0.000002305
1226.0, 0.00000168, 0.000001528
1227.0, 0.00000162, 0.000001514
1228.0, 0.00000086, 0.000000825
1229.0, 0.00000305, 0.000002997
1230.0, 0.00000171, 0.000001721
1231.0, 0.00000157, 0.000001634
1232.0, 0.00000083, 0.000000882
1233.0, 0.00000076, 0.000000833
1234.0, 0.00000428, 0.000004774
1235.0, 0.00000380, 0.000004323
1236.0, 0.00000164, 0.000001895
1237.0, 0.00000696, 0.000008136
1238.0, 0.00000187, 0.000002216
1239.0, 0.00000350, 0.000004157
1240.0, 0.00000093, 0.000001110
1241.0, 0.00000074, 0.000000876
1242.0, 0.00000487, 0.000005736
1243.0, 0.00000314, 0.000003667
1244.0, 0.00000231, 0.000002662
1245.0, 0.00000086, 0.000000980
1246.0, 0.00000220, 0.000002445
1247.0, 0.00000307, 0.000003328
1248.0, 0.00000389, 0.000004112
1249.0, 0.00000176, 0.000001812
1250.0, 0.00000085, 0.000000855
1251.0, 0.00000080, 0.000000779
1252.0, 0.00000081, 0.000000758
1253.0, 0.00000081, 0.000000734
1254.0, 0.00000158, 0.000001376
1255.0, 0.00000239, 0.000002011
1256.0, 0.00000168, 0.000001371
1257.0, 0.00000237, 0.000001864
1258.0, 0.00000467, 0.000003543
1259.0, 0.00000108, 0.000000793
1260.0, 0.00000079, 0.000000565
1261.0, 0.00000299, 0.000002079
1262.0, 0.00000094, 0.000000639
1263.0, 0.00000149, 0.000000992
1264.0, 0.00000081, 0.000000533
1265.0, 0.00000075, 0.000000487
1266.0, 0.00000142, 0.000000927
1267.0, 0.00000144, 0.000000947
1268.0, 0.00000075, 0.000000500
1269.0, 0.00000321, 0.000002204
1270.0, 0.00000205, 0.000001467
1271.0, 0.00000245, 0.000001852
1272.0, 0.00000181, 0.000001462
1273.0, 0.00000476, 0.000004162
1274.0, 0.00000080, 0.000000771
1275.0, 0.00000047, 0.000000507
1276.0, 0.00000085, 0.000001014
1277.0, 0.00000043, 0.000000580
1278.0, 0.00000036, 0.000000563
1279.0, 0.00000033, 0.000000587
1280.0, 0.00000086, 0.000001756
1281.0, 0.00000056, 0.000001330
1282.0, 0.00000072, 0.000001963
1283.0, 0.00000025, 0.000000795
1284.0, 0.00000038, 0.000001408
1285.0, 0.00000036, 0.000001515
1286.0, 0.00000033, 0.000001567
1287.0, 0.00000058, 0.000003114
1288.0, 0.00000082, 0.000004842
1289.0, 0.00000017, 0.000001132
1290.0, 0.00000012, 0.000000848
1291.0, 0.00000011, 0.000000854
1292.0, 0.00000010, 0.000000856
1293.0, 0.00000028, 0.000002448
1294.0, 0.00000020, 0.000001761
1295.0, 0.00000027, 0.000002461
1296.0, 0.00000027, 0.000002486
1297.0, 0.00000010, 0.000000927
1298.0, 0.00000024, 0.000002296
1299.0, 0.00000033, 0.000003109
1300.0, 0.00000010, 0.000000939
1301.0, 0.00000024, 0.000002194
1302.0, 0.00000034, 0.000002986
1303.0, 0.00000010, 0.000000907
1304.0, 0.00000035, 0.000002836
1305.0, 0.00000084, 0.000006439
1306.0, 0.00000035, 0.000002544
1307.0, 0.00000063, 0.000004319
1308.0, 0.00000092, 0.000005897
1309.0, 0.00000042, 0.000002532
1310.0, 0.00000041, 0.000002290
1311.0, 0.00000046, 0.000002316
1312.0, 0.00000052, 0.000002344
1313.0, 0.00000151, 0.000006060
1314.0, 0.00000097, 0.000003433
1315.0, 0.00000080, 0.000002496
1316.0, 0.00000176, 0.000004765
1317.0, 0.00000543, 0.000012731
1318.0, 0.00000391, 0.000007973
1319.0, 0.00000604, 0.000010775
1320.0, 0.00000150, 0.000002364
1321.0, 0.00000177, 0.000002511
1322.0, 0.00000509, 0.000006581
1323.0, 0.00000705, 0.000008492
1324.0, 0.00000543, 0.000006215
1325.0, 0.00000542, 0.000006036
1326.0, 0.00000766, 0.000008440
1327.0, 0.00001135, 0.000012625
1328.0, 0.00000782, 0.000008907
1329.0, 0.00000932, 0.000010992
1330.0, 0.00001101, 0.000013552
1331.0, 0.00000817, 0.000010502
1332.0, 0.00000941, 0.000012593
1333.0, 0.00000976, 0.000013476
1334.0, 0.00000620, 0.000008725
1335.0, 0.00000856, 0.000012078
1336.0, 0.00001307, 0.000018128
1337.0, 0.00001301, 0.000017348
1338.0, 0.00001218, 0.000015291
1339.0, 0.00000906, 0.000010483
1340.0, 0.00001471, 0.000015435
1341.0, 0.00001397, 0.000013105
1342.0, 0.00001451, 0.000012082
1343.0, 0.00001512, 0.000011155
1344.0, 0.00001556, 0.000010218
1345.0, 0.00001575, 0.000009288
1346.0, 0.00001273, 0.000006837
1347.0, 0.00001497, 0.000007438
1348.0, 0.00001644, 0.000007703
1349.0, 0.00001483, 0.000006678
1350.0, 0.00001696, 0.000007468
1351.0, 0.00001554, 0.000006781
1352.0, 0.00001708, 0.000007505
1353.0, 0.00000964, 0.000004294
1354.0, 0.00000994, 0.000004517
1355.0, 0.00001052, 0.000004890
1356.0, 0.00000922, 0.000004378
1357.0, 0.00000812, 0.000003877
1358.0, 0.00001049, 0.000004939
1359.0, 0.00000848, 0.000003826
1360.0, 0.00000677, 0.000002820
1361.0, 0.00000905, 0.000003341
1362.0, 0.00001045, 0.000003291
1363.0, 0.00001311, 0.000003459
1364.0, 0.00001925, 0.000004281
1365.0, 0.00001665, 0.000003205
1366.0, 0.00002364, 0.000004087
1367.0, 0.00002507, 0.000004074
1368.0, 0.00002402, 0.000003853
1369.0, 0.00002266, 0.000003805
1370.0, 0.00002424, 0.000004512
1371.0, 0.00002045, 0.000004438
1372.0, 0.00001613, 0.000004331
1373.0, 0.00001627, 0.000005714
1374.0, 0.00001157, 0.000005582
1375.0, 0.00000873, 0.000006027
1376.0, 0.00000675, 0.000006924
1377.0, 0.00000466, 0.000007311
1378.0, 0.00000358, 0.000008833
1379.0, 0.00000271, 0.000010698
1380.0, 0.00000178, 0.000011289
1381.0, 0.00000131, 0.000013515
1382.0, 0.00000102, 0.000016879
1383.0, 0.00000071, 0.000018777
1384.0, 0.00000058, 0.000023938
1385.0, 0.00000047, 0.000029143
1386.0, 0.00000038, 0.000036843
1387.0, 0.00000031, 0.000044729
1388.0, 0.00000028, 0.000056816
1389.0, 0.00000024, 0.000071867
1390.0, 0.00000021, 0.000089370
1391.0, 0.00000019, 0.000113461
1392.0, 0.00000018, 0.000137732
1393.0, 0.00000017, 0.000168925
1394.0, 0.00000014, 0.000204455
1395.0, 0.00000013, 0.000235989
1396.0, 0.00000012, 0.000267443
1397.0, 0.00000010, 0.000304252
1398.0, 0.00000009, 0.000324563
1399.0, 0.00000008, 0.000340509
1400.0, 0.00000009, 0.000355750
1401.0, 0.00000013, 0.000360312
1402.0, 0.00000012, 0.000362380
1403.0, 0.00000010, 0.000367935
1404.0, 0.00000008, 0.000368013
1405.0, 0.00000006, 0.000375844
1406.0, 0.00000006, 0.000387187
1407.0, 0.00000009, 0.000401664
1408.0, 0.00000013, 0.000423886
1409.0, 0.00000011, 0.000451563
1410.0, 0.00000009, 0.000494382
1411.0, 0.00000012, 0.000548115
1412.0, 0.00000014, 0.000614429
1413.0, 0.00000011, 0.000693362
1414.0, 0.00000011, 0.000784307
1415.0, 0.00000013, 0.000888034
1416.0, 0.00000013, 0.000994850
1417.0, 0.00000009, 0.001100141
1418.0, 0.00000015, 0.001196862
1419.0, 0.00000029, 0.001264767
1420.0, 0.00000022, 0.001301748
1421.0, 0.00000009, 0.001307630
1422.0, 0.00000002, 0.001278375
1423.0, 0.00000002, 0.001214378
1424.0, 0.00000003, 0.001125388
1425.0, 0.00000002, 0.001031682
1426.0, 0.00000014, 0.000935068
1427.0, 0.00000015, 0.000850214
1428.0, 0.00000011, 0.000770840
1429.0, 0.00000005, 0.000706460
1430.0, 0.00000012, 0.000659336
1431.0, 0.00000023, 0.000625625
1432.0, 0.00000020, 0.000608781
1433.0, 0.00000016, 0.000607116
1434.0, 0.00000039, 0.000623156
1435.0, 0.00000056, 0.000663119
1436.0, 0.00000030, 0.000735161
1437.0, 0.00000019, 0.000854314
1438.0, 0.00000037, 0.001050576
1439.0, 0.00000047, 0.001348941
1440.0, 0.00000044, 0.001768082
1441.0, 0.00000025, 0.002301643
1442.0, 0.00000044, 0.002908992
1443.0, 0.00000073, 0.003527558
1444.0, 0.00000029, 0.004037144
1445.0, 0.00000054, 0.004319585
1446.0, 0.00000089, 0.004309195
1447.0, 0.00000043, 0.004004302
1448.0, 0.00000069, 0.003456639
1449.0, 0.00000117, 0.002770501
1450.0, 0.00000049, 0.002080852
1451.0, 0.00000058, 0.001480465
1452.0, 0.00000185, 0.001023111
1453.0, 0.00000220, 0.000713433
1454.0, 0.00000085, 0.000513611
1455.0, 0.00000017, 0.000381432
1456.0, 0.00000170, 0.000305103
1457.0, 0.00000197, 0.000250460
1458.0, 0.00000220, 0.000209294
1459.0, 0.00000434, 0.000187911
1460.0, 0.00000452, 0.000166870
1461.0, 0.00000271, 0.000138016
1462.0, 0.00000245, 0.000134427
1463.0, 0.00000372, 0.000121710
1464.0, 0.00000449, 0.000120193
1465.0, 0.00000777, 0.000121010
1466.0, 0.00001395, 0.000113955
1467.0, 0.00001361, 0.000109974
1468.0, 0.00000950, 0.000092642
1469.0, 0.00000688, 0.000104139
1470.0, 0.00000917, 0.000083867
1471.0, 0.00002014, 0.000105719
1472.0, 0.00003543, 0.000118673
1473.0, 0.00002515, 0.000050265
1474.0, 0.00002359, 0.000128711
1475.0, 0.00001991, 0.000092701
1476.0, 0.00002725, 0.000098508
1477.0, 0.00001629, 0.000049101
1478.0, 0.00000605, 0.000067416
1479.0, 0.00001709, 0.000008677
1480.0, 0.00000927, 0.000112431
1481.0, 0.00006822, 0.000076465
1482.0, 0.00010677, 0.000190001
1483.0, 0.00009477, 0.000132132
1484.0, 0.00009252, 0.000151919
1485.0, 0.00007896, 0.000053493
1486.0, 0.00009526, 0.000043575
1487.0, 0.00010108, 0.000045157
1488.0, 0.00009245, 0.000094672
1489.0, 0.00013161, 0.000029149
1490.0, 0.00008953, 0.000133099
1491.0, 0.00011954, 0.000118370
1492.0, 0.00009704, 0.000243069
1493.0, 0.00011794, 0.000101552
1494.0, 0.00011676, 0.000218261
1495.0, 0.00013989, 0.000105581
1496.0, 0.00008766, 0.000031309
1497.0, 0.00005164, 0.000088816
1498.0, 0.00005658, 0.000060707
1499.0, 0.00009576, 0.000011877
1500.0, 0.00014472, 0.000066583
1501.0, 0.00007218, 0.000136602
1502.0, 0.00016020, 0.000121881
1503.0, 0.00020466, 0.000094399
1504.0, 0.00010460, 0.000298168
1505.0, 0.00014686, 0.000131156
1506.0, 0.00018524, 0.000250742
1507.0, 0.00016264, 0.000031524
1508.0, 0.00017283, 0.000026668
1509.0, 0.00019776, 0.000050693
1510.0, 0.00013060, 0.000215806
1511.0, 0.00021661, 0.000207209
1512.0, 0.00026318, 0.000058038
1513.0, 0.00022481, 0.000040741
1514.0, 0.00024049, 0.000117993
1515.0, 0.00021671, 0.000043533
1516.0, 0.00027887, 0.000114485
1517.0, 0.00029696, 0.000029021
1518.0, 0.00027487, 0.000065191
1519.0, 0.00028424, 0.000012857
1520.0, 0.00034683, 0.000084015
1521.0, 0.00036912, 0.000074459
1522.0, 0.00036107, 0.000076923
1523.0, 0.00046059, 0.000017064
1524.0, 0.00044997, 0.000285245
1525.0, 0.00043670, 0.000225120
1526.0, 0.00058110, 0.000051210
1527.0, 0.00060389, 0.000095986
1528.0, 0.00058679, 0.000077006
1529.0, 0.00078630, 0.000068987
1530.0, 0.00083647, 0.000040695
1531.0, 0.00081616, 0.000160733
1532.0, 0.00103260, 0.000030769
1533.0, 0.00111689, 0.000040989
1534.0, 0.00135147, 0.000029081
1535.0, 0.00162657, 0.000042519
1536.0, 0.00182768, 0.000055373
1537.0, 0.00200887, 0.000091502
1538.0, 0.00253388, 0.000106948
1539.0, 0.00304150, 0.000114390
1540.0, 0.00352032, 0.000143964
1541.0, 0.00433631, 0.000149985
1542.0, 0.00537385, 0.000045041
1543.0, 0.00661009, 0.000278031
1544.0, 0.00826833, 0.000041659
1545.0, 0.01047902, 0.000009768
1546.0, 0.01341262, 0.000181729
1547.0, 0.01717379, 0.000108280
1548.0, 0.02228825, 0.000133579
1549.0, 0.02931249, 0.000119534
1550.0, 0.03897153, 0.000201759
1551.0, 0.05198409, 0.000057192
1552.0, 0.07006919, 0.000103745
1553.0, 0.09453269, 0.000018399
1554.0, 0.12709200, 0.000082031
1555.0, 0.16946259, 0.000172651
1556.0, 0.22308826, 0.000245121
1557.0, 0.28646171, 0.000083777
1558.0, 0.35904374, 0.000188204
1559.0, 0.43759626, 0.000225873
1560.0, 0.51870501, 0.000088801
1561.0, 0.59627485, 0.000126023
1562.0, 0.66763341, 0.000065644
1563.0, 0.72909528, 0.000028955
1564.0, 0.77748358, 0.000132071
1565.0, 0.81303656, 0.000128379
1566.0, 0.83844852, 0.000131660
1567.0, 0.85504680, 0.000149233
1568.0, 0.86520606, 0.000166129
1569.0, 0.87171900, 0.000149688
1570.0, 0.87592357, 0.000190083
1571.0, 0.87932610, 0.000105052
1572.0, 0.88230776, 0.000060906
1573.0, 0.88563078, 0.000153908
1574.0, 0.88897067, 0.000174239
1575.0, 0.89223372, 0.000048009
1576.0, 0.89525485, 0.000048909
1577.0, 0.89780515, 0.000155373
1578.0, 0.89976245, 0.000013179
1579.0, 0.90128529, 0.000021999
1580.0, 0.90200120, 0.000075197
1581.0, 0.90236908, 0.000149304
1582.0, 0.90269988, 0.000188117
1583.0, 0.90313881, 0.000113565
1584.0, 0.90352773, 0.000039248
1585.0, 0.90427613, 0.000053512
1586.0, 0.90565615, 0.000058610
1587.0, 0.90729498, 0.000036851
1588.0, 0.90936303, 0.000101665
1589.0, 0.91171348, 0.000352538
1590.0, 0.91425776, 0.000069518
1591.0, 0.91652584, 0.000076195
1592.0, 0.91807955, 0.000317164
1593.0, 0.91939306, 0.000064491
1594.0, 0.92027699, 0.000141430
1595.0, 0.92060565, 0.000311609
1596.0, 0.92102706, 0.000242706
1597.0, 0.92108213, 0.000035361
1598.0, 0.92142021, 0.000132232
1599.0, 0.92228364, 0.000251046
1600.0, 0.92376065, 0.000210974
1601.0, 0.92530870, 0.000438051
1602.0, 0.92605978, 0.000319051
1603.0, 0.92447060, 0.000354490
1604.0, 0.91826003, 0.000670243
1605.0, 0.90462082, 0.000358048
1606.0, 0.88155549, 0.000410690
1607.0, 0.84610956, 0.000519553
1608.0, 0.79882359, 0.000603930
1609.0, 0.73894000, 0.000809490
1610.0, 0.67011392, 0.001076015
1611.0, 0.59324491, 0.000924401
1612.0, 0.51407361, 0.001019145
1613.0, 0.43554830, 0.001291240
1614.0, 0.36244726, 0.001478602
1615.0, 0.29670631, 0.001720457
1616.0, 0.23982664, 0.001836599
1617.0, 0.19023025, 0.001977258
1618.0, 0.14950700, 0.002652491
1619.0, 0.11656586, 0.005736700
1620.0, 0.09054981, 0.006380286
1621.0, 0.06974049, 0.007911461
1622.0, 0.05374838, 0.010099860
1623.0, 0.04144113, 0.011958160
1624.0, 0.03208332, 0.014698085
1625.0, 0.02491904, 0.018661696
1626.0, 0.01952692, 0.022942904
1627.0, 0.01546846, 0.029540472
1628.0, 0.01233694, 0.036657080
1629.0, 0.00985671, 0.047700096
1630.0, 0.00793880, 0.060972981
1631.0, 0.00663100, 0.079940043
1632.0, 0.00546980, 0.104755662
1633.0, 0.00454879, 0.137426108
1634.0, 0.00385478, 0.177497819
1635.0, 0.00319566, 0.230605349
1636.0, 0.00266440, 0.289859682
1637.0, 0.00228133, 0.362642795
1638.0, 0.00197431, 0.436446607
1639.0, 0.00171077, 0.521285117
1640.0, 0.00156196, 0.599162638
1641.0, 0.00124483, 0.673635840
1642.0, 0.00096262, 0.735933602
1643.0, 0.00106396, 0.792370200
1644.0, 0.00093823, 0.832128823
1645.0, 0.00081619, 0.861538291
1646.0, 0.00080096, 0.880455256
1647.0, 0.00075261, 0.892081380
1648.0, 0.00072635, 0.898765206
1649.0, 0.00060213, 0.902462602
1650.0, 0.00043421, 0.904650033
